nitrogen,phosphorus,potassium,temperature,humidity,ph_value,rainfall,nitrogen_std,nitrogen_minmax,phosphorus_std,phosphorus_minmax,potassium_std,potassium_minmax,temperature_std,temperature_minmax,humidity_std,humidity_minmax,ph_value_std,ph_value_minmax,rainfall_std,rainfall_minmax,crop
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,-0.8252994703754303,0.14285714285714285,0.40766449447769404,0.44285714285714284,-0.5752292262336062,0.07,-1.2673106654134358,0.30169395938829535,-0.957600179069531,0.42336344969595663,-1.0158484397136711,0.3363611282171687,1.3917429421458014,0.5763819779126393,4
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,1.829434960663643,0.8428571428571429,-0.9858965533451228,0.11428571428571428,0.04948094467693758,0.23,-0.24084469864007382,0.4518426691016473,0.6729986662398382,0.8409771312925188,0.2858842952994677,0.4931603776214063,-0.9907355039850836,0.10192659587759104,13
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,-1.096190738848805,0.07142857142857142,-0.8950121371827653,0.13571428571428573,-0.4190516835059702,0.11000000000000001,0.38129594518646215,0.5428477466732192,1.0632138329828047,0.940915379664962,-0.9680497146156752,0.3421186881342354,0.7654438370560418,0.45165850700101773,18
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,1.8023458338163056,0.8357142857142857,0.8620865752894822,0.55,-0.06765221236878938,0.2,-0.06982664360648447,0.4768587350328912,0.35193518814113517,0.7587493647877794,-1.0894354880964507,0.32749725497964366,0.03466903854097324,0.30612936831180054,10
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,-0.39187344081803055,0.2571428571428571,2.1647632069499414,0.8571428571428571,2.8801989066153393,0.955,2.339627292516481,0.8293072441245704,0.41427555990077247,0.77471539606367,-0.39063338344036674,0.41167094328369447,-0.6613859745469967,0.1675144533737954,12
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,1.8565240875109805,0.85,-1.046486164120028,0.09999999999999999,0.12756971604075554,0.25,-0.09083253947728799,0.47378604849142836,0.5412158580848973,0.8072261545620791,0.46608812745177836,0.5148666963312637,-1.0215521433715884,0.0957896587578009,13
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,2.1274153559843554,0.9214285714285714,-0.1982316132713568,0.3,-0.5557070333926517,0.07500000000000001,-0.24438136655238749,0.4513253347321623,0.42082413440658467,0.7763925555418878,-0.22697404046725211,0.43138440784208254,-0.08831994725562399,0.2816368964755949,19
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,1.368919804258906,0.7214285714285714,0.6500229375773143,0.5,0.02995875183598309,0.225,0.18750416511002194,0.5145004008542461,0.4483377475849847,0.7834390840774059,-0.27786763871691045,0.4252540572790334,0.11694244673324253,0.3225135926386065,10
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,-0.5814973287493929,0.20714285714285713,0.49854891064005163,0.4642857142857143,-0.6533179975974241,0.049999999999999996,0.9280784046997476,0.6228296296068401,-0.3652837502940871,0.5750619776340837,0.5362967125075102,0.5233236192789387,-0.5291816899797575,0.19384209316541,7
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,-0.09389304549731822,0.3357142857142857,0.2864852729278839,0.4142857142857143,-0.6337958047564697,0.055,0.3550071114616105,0.539002286042836,-0.20322399784724646,0.6165672013453836,0.26400225304277436,0.49052459247980684,-0.5591339116880251,0.18787729931114744,7
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,1.1251176626328685,0.6571428571428571,-0.4102952509835246,0.25,-0.36048510498310676,0.125,-0.4532018760504045,0.42077962637188226,-0.7460898905033725,0.47753348088281566,-0.5572915783210145,0.39159625424694156,1.2303031446622865,0.544232272249995,21
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,1.829434960663643,0.8428571428571429,-0.2891160294337144,0.2785714285714286,-0.4971404548697882,0.09,-0.7051286205017306,0.3839284526884942,0.5131004405440608,0.8000254975380484,0.3025346418625639,0.495165982745401,-0.6573111207664747,0.1683259345061071,19
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,-0.33769518712335556,0.2714285714285714,2.376826844662109,0.9071428571428571,2.8997210994562934,0.96,-1.0344527701707478,0.3357557925605744,0.4544624959779181,0.7850076971869904,-0.6802893687343531,0.37678064679047196,-0.6597274607081091,0.16784473582328313,12
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,-0.7440320898334178,0.16428571428571428,0.25619046754043134,0.40714285714285714,0.7132355012693903,0.39999999999999997,-1.3208336153399853,0.29386476472265455,-2.3711176064702224,0.06134662467747257,2.6264540346164202,0.7750919665196959,-0.4111279587848726,0.21735174053522927,2
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,1.7752567069689682,0.8285714285714285,-1.4706134395443635,0.0,0.10804752319980106,0.24500000000000002,-0.05357503607999436,0.4792359769287339,0.42946578522385104,0.7786057740923927,0.25381496230573014,0.48929748994326727,-0.8347252486586156,0.1329950428608207,13
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,-1.0691016120014676,0.07857142857142857,2.7100697039240873,0.9857142857142857,2.8997210994562934,0.96,-0.5269682563387852,0.4099892765901536,0.991036164689463,0.9224299122725702,-0.7518550387064667,0.3681602571875128,0.33726330697767726,0.3663890862815073,15
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,-0.2835169334286806,0.2857142857142857,0.1653060513780737,0.38571428571428573,-0.4971404548697882,0.09,2.225995234869741,0.8126854491600828,-0.40242956197298885,0.5655485407665533,-1.535740392022643,0.2737379293832485,1.0865030629831387,0.5155954034461868,4
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,0.9625829015488436,0.6142857142857142,-0.44059005637097715,0.24285714285714288,-0.10669659805069835,0.19,0.09880120324425534,0.5015251676726104,-0.014978805540716908,0.6647787942997914,-0.03296787260525402,0.4547532766446688,1.6164212317629858,0.6211252258141762,20
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,-0.2564278065813431,0.29285714285714287,0.6197281321898618,0.4928571428571429,-0.5947514190745606,0.065,0.6158092729858322,0.5771517321140092,-0.48009019024572325,0.5456588290932168,0.18295140043566166,0.48076167225007127,-0.5434357574298765,0.19100348657546062,7
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,1.721078453274293,0.8142857142857143,-1.3797290233820059,0.02142857142857143,0.02995875183598309,0.225,-0.17822704550554738,0.4610022127472899,0.7627244353533391,0.863956853669584,0.16026138752426808,0.4780285636035847,-0.8215923174725992,0.13561038231676434,13
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,-0.2835169334286806,0.2857142857142857,0.2864852729278839,0.4142857142857143,-0.5947514190745606,0.065,0.9440905287881634,0.6251718405027387,-0.17777725001827033,0.6230843837143566,0.3706603816793767,0.503372018117383,-0.7301915837561267,0.15381225528823142,7
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,1.043850282090856,0.6357142857142857,-0.7738329156329551,0.16428571428571426,-0.30191852646024325,0.14,0.15786579189088418,0.5101649785013305,-0.8075508208693705,0.4617926838876941,0.692188337538296,0.5421014291440239,1.2965947584450561,0.5574338241860062,21
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,-0.8252994703754303,0.14285714285714285,-1.4100238287694584,0.014285714285714284,-0.06765221236878938,0.2,-1.3343587354284687,0.29188634615278464,0.8052092214237678,0.8748376585798486,-0.49061650113603317,0.39962755112945336,0.16190864114094325,0.33146832336492843,9
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,-0.8252994703754303,0.14285714285714285,-0.7435381102455025,0.17142857142857143,-0.4190516835059702,0.11000000000000001,-0.10841556358982982,0.4712140505209006,0.9473282769232858,0.9112358580284196,-0.5304697561173864,0.394827056911776,0.9788494089131106,0.49415686508198364,18
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,-0.6085864555967304,0.19999999999999998,0.5591385214149568,0.47857142857142854,0.6937133084284358,0.39499999999999996,-1.3692564899099071,0.2867815955064944,-2.3863397517039417,0.05744807162063856,0.031294645784837226,0.46249397055008135,-0.5758499973435497,0.1845483975035771,2
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,-0.9336559777647802,0.11428571428571428,-1.440318634156911,0.007142857142857145,-0.38000729782406123,0.12,0.7206722428680082,0.5924908082589422,0.9288855434942546,0.9065124781314219,-0.7614604375253075,0.36700324600963274,0.5168342673729379,0.4021494973589276,18
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,-1.25872549993283,0.02857142857142857,-0.31941083482116694,0.2714285714285714,-0.5947514190745606,0.065,0.6696599604285982,0.5850288673512591,-0.47704438416340195,0.5464388923780195,3.0794037665417746,0.8296516899356007,-0.5505923931507642,0.18957828823188116,5
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,-0.7440320898334178,0.16428571428571428,-0.44059005637097715,0.24285714285714288,-0.5166626477107427,0.08499999999999999,0.7145837210443614,0.5916001954909846,0.47440062089173785,0.7901140627246237,0.5262753878923803,0.5221165080683009,-1.1090364261330654,0.07836772200657188,6
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,-0.473140821360043,0.2357142857142857,0.5894333268024092,0.48571428571428577,-0.4971404548697882,0.09,0.7104092613797887,0.5909895666414415,-0.5546791130700879,0.5265558138073849,-0.6096184269608546,0.38529326257305285,-0.003068505364072064,0.29861417721338374,4
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,-1.204547246238155,0.04285714285714286,0.46825410525259914,0.45714285714285713,-0.5752292262336062,0.07,0.2453945210034693,0.5229684480410136,-1.3607057909782914,0.32012382141723483,-2.205294968953194,0.193087230300366,-0.16295442934347235,0.2667739155451757,4
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,0.9084046478541686,0.6,-0.5011796671458822,0.2285714285714286,-0.12621879089165286,0.185,-0.02967498724475946,0.48273201246313846,0.43590524829212324,0.7802549889726694,0.3017383603461156,0.4950700672469771,1.198392146976239,0.5378774006569945,20
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,-0.2835169334286806,0.2857142857142857,0.2258956621529788,0.4,-0.5166626477107427,0.08499999999999999,-0.9297605400491974,0.3510698933477415,-0.26216155743898223,0.6014726664042946,0.7037922469058022,0.5434991694251435,-1.069089799373542,0.08632283786123174,8
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,0.8542263941594936,0.5857142857142857,-0.22852641865880932,0.29285714285714287,-0.14574098373260735,0.18000000000000002,-0.4595797698184473,0.4198466850460527,0.37493463880382927,0.7646397683616418,0.1603981527677602,0.47804503755937244,1.5119471385138197,0.60031987670145,20
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,-1.204547246238155,0.04285714285714286,0.25619046754043134,0.40714285714285714,-0.5166626477107427,0.08499999999999999,-1.0127610884664309,0.3389287940285667,-2.435982465556392,0.04473404538665493,-0.8185675480113794,0.3601244514468067,0.3057952297495403,0.36012241947181145,3
113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,1.6939893264269557,0.8071428571428572,-0.7738329156329551,0.16428571428571426,-0.009085633845925895,0.215,0.639512818275433,0.5806190236327463,0.9531320600436982,0.9127222685229907,-0.3709152467068853,0.41404607679328453,-1.4262241142790821,0.015201817609607315,14
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,-1.2316363730854925,0.03571428571428571,0.34707488370278894,0.42857142857142855,-0.5752292262336062,0.07,-1.4581202106677618,0.27378284694197863,-0.1577141209051679,0.6282227641549979,0.6729679208485313,0.5397862481324921,-0.9867645662205956,0.1027173827983068,8
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,-1.25872549993283,0.02857142857142857,0.40766449447769404,0.44285714285714284,-0.4580960691878792,0.1,-0.36810841749500006,0.43322687101585555,-2.150600953100604,0.11782328154004207,-0.6582412220915633,0.37943643991248255,0.2911737762891809,0.3572106503018916,3
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,-1.2858146267801676,0.02142857142857143,0.5591385214149568,0.47857142857142854,-0.47761826202883373,0.095,2.1509796643573282,0.8017123711570624,-0.6212260000678526,0.5095124493049071,-0.5504167058584837,0.39242436190136243,0.34553878116745473,0.3680370941678361,4
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,-0.31060606027601806,0.2785714285714286,-1.4706134395443635,0.0,-0.34096291214215224,0.13,0.2879626402603424,0.5291951992322247,1.0083174764829863,0.926855839754165,-1.1702079942295962,0.3177678627676175,0.856012899337005,0.46969475791227144,18
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,-1.312903753627505,0.014285714285714285,2.1041735961750363,0.8428571428571429,3.0558986421839296,0.9999999999999999,-0.6493628712294006,0.3920857180732972,0.8755668922067443,0.8928570052810682,-0.9276784134636185,0.3469815832184948,0.38755815108356806,0.37640498359776897,15
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,-0.5002299482073804,0.22857142857142856,0.07442163521571608,0.36428571428571427,-0.5947514190745606,0.065,-1.108522697929029,0.3249210406628307,-0.2606547134351977,0.6018585851566735,0.8756991904932573,0.5642060925875371,-1.036361035548146,0.09284056236343274,8
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,-0.473140821360043,0.2357142857142857,0.1653060513780737,0.38571428571428573,-0.5166626477107427,0.08499999999999999,-0.5947123246626947,0.40007985457439765,-2.276461688282608,0.08558901059166896,-0.6597465249191706,0.3792551197788282,0.34075146005393825,0.36708372971178965,3
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,-0.39187344081803055,0.2571428571428571,0.07442163521571608,0.36428571428571427,-0.5557070333926517,0.07500000000000001,-0.046376682057732745,0.4802889329969219,-0.9976981326273683,0.4130939379408448,1.2657162224728407,0.6111853043906804,-1.292157606414194,0.0419003072897301,5
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,-0.6085864555967304,0.19999999999999998,2.1041735961750363,0.8428571428571429,2.919243292297248,0.965,-0.4323431811643888,0.4238307807450611,0.9061308760752759,0.9006847661459262,-1.0012048556157644,0.3381250102594501,0.14930288645189924,0.32895796774490454,15
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,-1.1232798656961425,0.06428571428571428,2.649480093149182,0.9714285714285714,2.997332063661066,0.985,-0.9173613814962664,0.35288360926090134,0.4379473709161401,0.7807779982644646,-0.43684945917655577,0.40610402021959047,-0.6695806140438856,0.16588254320081988,12
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,-0.2835169334286806,0.2857142857142857,0.7712021591271245,0.5285714285714286,-0.6142736119155151,0.060000000000000005,-0.894695207141337,0.3561991569202442,-0.38167457816968886,0.5708641125410008,-0.06962454109994948,0.45033782487716745,-1.1686865211006203,0.06648878616888604,8
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,-0.6356755824440679,0.19285714285714284,0.07442163521571608,0.36428571428571427,-0.5557070333926517,0.07500000000000001,0.7056616302470768,0.5902950957950165,0.7083461468067821,0.850029996463611,-0.05016499327644218,0.4526818102517389,-0.9374071722290078,0.11254659290535457,6
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,1.8023458338163056,0.8357142857142857,0.8317917699020296,0.5428571428571428,0.08852533035884656,0.24000000000000002,0.7641817825084078,0.5988552679182952,0.3024913814017137,0.7460862807778793,-1.2274796106644432,0.3108692527629603,-0.0969597337463827,0.27991633811888395,10
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,1.1251176626328685,0.6571428571428571,0.9529709914518397,0.5714285714285714,0.04948094467693758,0.23,0.7075945535159136,0.5905778386663686,0.4335065687545115,0.7796406616685909,-0.9262408471634462,0.34715474419906545,0.09672091617693482,0.3184866038442242,10
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,1.206385043174881,0.6785714285714286,-0.04675758633409408,0.33571428571428574,-0.2433519479373798,0.155,0.1153111058299443,0.5039401922822686,0.558984167976747,0.8117768074286805,-1.1813246231452423,0.3164288174912757,3.301524201797718,0.9567027311278595,0
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,-0.7982103435280927,0.15,0.8014969645145771,0.5357142857142857,-0.5557070333926517,0.07500000000000001,0.506766959900273,0.5612013127684733,-0.15009739491675958,0.6301734885719086,1.1543186522284994,0.5977669928356649,-0.7066644921281141,0.15849752548014864,7
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,1.4772763116482557,0.75,0.7106125483522194,0.5142857142857142,0.06900313751789207,0.23500000000000001,0.6959309188573587,0.5888717132309048,0.20936151455910945,0.7222347328201357,-0.8282182651772948,0.3589619814811015,-0.06300948727843186,0.28667731309613703,10
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,-0.6898538361387428,0.17857142857142858,0.4379592998651466,0.45,0.5570579585417543,0.36,-1.0992911210252683,0.3262714111627669,-2.5717109585126607,0.009972536874568366,1.607329814800826,0.6523341158345076,-0.32023769262350243,0.23545195714994488,2
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,-0.36478431397069305,0.2642857142857143,-1.3191394126071008,0.03571428571428571,-0.3214407193011978,0.135,0.6565215465379773,0.5831070151348065,1.0749888702197805,0.9439310917547966,-0.3779391485750953,0.4132000179125318,2.152259303599754,0.7278339591062258,18
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,-0.8794777240701053,0.12857142857142856,0.7712021591271245,0.5285714285714286,-0.5557070333926517,0.07500000000000001,-1.0633146765554151,0.33153394970966366,-2.2016878013543186,0.10473939714887481,-0.7497500647374378,0.3684138102629495,0.653995461777953,0.42946427411902754,3
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,0.3395329840600815,0.45,-0.2891160294337144,0.2785714285714286,-0.14574098373260735,0.18000000000000002,-0.2917192007518499,0.44440088233359265,0.5540869729110514,0.8105225837630838,-1.1296244097467454,0.3226563282827605,2.769803581621066,0.850813962064063,0
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,-0.7711212166807553,0.15714285714285714,-0.47088486175842964,0.2357142857142857,-0.34096291214215224,0.13,1.1653401552810871,0.6575356470173374,-0.8430230468833769,0.45270787008278546,-0.8224246638468734,0.3596598454246923,-0.08893914993671667,0.2815135862122462,11
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,-0.17516042603933066,0.3142857142857143,-0.1982316132713568,0.3,-0.06765221236878938,0.2,2.5903408546768745,0.8659809567312864,1.0555277017226556,0.9389468798208594,0.15748753925230072,0.4776944417709633,2.068175802132278,0.711089266252285,17
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,0.8813155210068312,0.5928571428571429,1.2559190453263651,0.6428571428571429,0.02995875183598309,0.225,0.17225360385781815,0.5122695893431534,0.283963247440521,0.741341028897623,-1.2251163630794628,0.31115391599490827,0.09659649932474043,0.3184618270219049,10
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,-0.8794777240701053,0.12857142857142856,-1.2585498018321957,0.05,-0.7899733474841056,0.015,-2.5844384524062196,0.10902801220036035,0.9225323797576658,0.9048853654265069,-0.3250004848051879,0.419576705323332,0.2866858973821359,0.35631691785078506,16
